Datetime,symbol,price,volume
2021-07-09 14:15:00-04:00,MSFT,277.07000732421875,31804
2021-07-09 14:16:00-04:00,GOOGL,2509.2451171875,940
2021-07-09 14:16:00-04:00,MSFT,277.03680419921875,28884
2021-07-09 14:17:00-04:00,GOOGL,2509.945068359375,449
2021-07-09 14:17:00-04:00,MSFT,277.010009765625,35990
2021-07-09 14:18:00-04:00,GOOGL,2510.050048828125,1422
2021-07-09 14:18:00-04:00,MSFT,277.0799865722656,31984
2021-07-09 14:19:00-04:00,GOOGL,2509.5400390625,553
2021-07-09 14:19:00-04:00,MSFT,277.0799865722656,40784
2021-07-09 14:20:00-04:00,GOOGL,2509.0,1008
2021-07-09 14:20:00-04:00,MSFT,277.0799865722656,33930
2021-07-09 14:21:00-04:00,GOOGL,2508.39501953125,335
2021-07-09 14:21:00-04:00,MSFT,277.05999755859375,20388
2021-07-09 14:22:00-04:00,GOOGL,2508.639892578125,2898
2021-07-09 14:22:00-04:00,MSFT,277.0299987792969,25835
2021-07-09 14:23:00-04:00,MSFT,277.1400146484375,26189
2021-07-09 14:24:00-04:00,GOOGL,2508.6298828125,903
2021-07-09 14:24:00-04:00,MSFT,277.21661376953125,23699
2021-07-09 14:25:00-04:00,GOOGL,2508.949951171875,1278
